release_speed,release_pos_x,release_pos_z,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,release_pos_y,spin_axis,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in
99.4,1.76,6.18,1.35,1.16,0.28,2.98,-7.251744041,-144.407634,-6.030614525,20.63002335566804,36.87169453250117,-14.68311904,3.49,1.65,99.2,2292,6.5,54.02,154,1.17,1.35,-1.35
97.7,1.55,6.29,0.46,1.43,0.32,2.34,-4.420930675,-141.9827461,-8.436230874,7.321318438374146,34.12912308542576,-11.10192794,3.6,1.67,97.9,2399,6.6,53.89,156,0.98,0.46,-0.46
85.7,1.85,6.18,1.39,0.94,1.38,2.37,-3.916788194,-124.6499542,-4.626666412,15.261671253020053,26.10181349498688,-21.61426624,3.54,1.5,85.9,1945,6.5,53.97,137,2.17,1.39,-1.39
79.3,1.56,6.37,-0.38,-0.53,0.45,3.46,-1.717110721,-115.4286217,1.4382961978503292,-3.009252932,22.68758441138545,-37.37880939,3.45,1.53,79,2401,6.2,54.33,317,4.17,-0.38,0.38
97.2,1.45,6.27,1.5,0.96,-0.23,2.35,-7.950019257,-141.126546,-7.116132632,21.845275573425862,35.42583066,-17.85446897,3.24,1.57,97,2273,6.5,53.96,156,1.49,1.5,-1.5
90.2,1.6,6.36,1.42,0.73,1.14,1.82,-4.188478571,-131.1328386,-6.800492973,17.284484927905606,30.62699321153404,-22.49421029,3.36,1.59,89.7,1922,6.3,54.21,145,2.1,1.42,-1.42
88.4,1.57,6.34,1.38,0.9,1.55,1.56,-2.945517299,-128.4279734,-7.388036598,15.864885665393356,29.47660441024253,-20.85969512,3.36,1.59,88.1,1965,6.4,54.07,144,2.06,1.38,-1.38
88.9,1.89,6.27,-0.51,0.17,0.85,2.37,-1.488670607,-129.3561993,-3.844112992,-5.31262757,29.31605289330123,-29.59992575,3.24,1.5,88.9,2201,6.5,54.02,212,2.73,-0.51,0.51
95.7,1.54,6.37,0.36,1.47,0.37,2.97,-3.912466071,-139.2187974,-6.673691282,5.574532225922444,33.530124082502155,-11.78379381,3.38,1.52,95.9,2302,6.6,53.92,155,1.04,0.36,-0.36
95.7,1.61,6.1,1.01,1.17,-0.21,2.42,-7.10579747,-139.1234647,-6.752002775,14.761510680108996,30.73942494953521,-15.64197997,3.65,1.72,96,2160,6.5,54.02,154,1.32,1.01,1.01
97.5,1.77,6.06,1.17,1.41,0.09,1.44,-7.239319888,-141.5336017,-10.15703531,17.45158222070303,32.54933630927857,-11.05834429,3.54,1.72,97.7,2165,6.6,53.93,153,1,1.17,1.17
90.5,1.79,6.05,-0.17,0.64,-0.77,1.6,-6.061233171,-131.7286526,-6.60399814,-0.81776144,25.682459400111224,-23.55290014,3.52,1.72,91.2,2139,6.5,54,166,2.12,-0.17,-0.17
96.3,1.69,6.2,0.25,1.43,-0.28,2.73,-5.785675303,-140.0125337,-6.846915928,4.603966302,32.71152774778922,-12.05454565,4.08,1.86,96.3,2286,6.4,54.11,155,1.04,0.25,-0.25
97.7,1.5,6.31,0.42,1.46,-0.44,4.75,-6.196026189,-142.14654,-2.04861291,7.121099816457006,33.72213762,-12.13106933,3.97,1.82,97.6,2231,6.3,54.2,157,0.93,0.42,-0.42
90.4,1.83,6.07,-0.22,0.67,-0.03,2.24,-4.19087413,-131.5451758,-5.022625502,-1.584850953,29.66097815968459,-23.55083967,4.08,1.86,90.7,2191,6.6,53.91,173,2.14,-0.22,0.22
91.2,1.93,6.12,-0.18,0.66,0.27,1.82,-3.794930539,-132.6706878,-6.343317359,-1.347053336,28.16366027,-23.28404525,3.59,1.8,91.4,2036,6.4,54.11,160,2.08,-0.18,-0.18
89.8,1.89,6.1,1.54,0.54,1.02,0.78,-5.417781392,-130.3949749,-8.27887634,18.661342715983423,28.11576782479859,-24.44533945,3.57,1.72,89.8,1632,6.5,54.01,135,2.31,1.54,1.54
88.1,2,6.06,1.18,0.69,0.57,2.55,-5.920577788,-128.2760595,-3.927227952,14.204950324579553,23.336151796481435,-23.96444436,3.75,1.75,88.7,1684,6.4,54.13,141,2.22,1.18,1.18
88.5,1.83,6.12,-0.01,0.69,-0.52,3.39,-5.731014474,-128.9432488,-2.094449445,1.0357864528320042,24.615157293974107,-24.19578506,3.59,1.8,89,1955,6.3,54.15,163,2.19,-0.01,-0.01
96.7,1.44,6.23,0.33,1.63,0.34,3.42,-3.701425574,-140.652041,-5.62342813,5.292204766673004,33.911273074518114,-9.489962811,3.55,1.6,96.7,2312,6.4,54.06,157,0.82,0.33,-0.33
98.1,1.49,6.19,0.07,1.44,0.33,2.22,-3.294737654,-142.6257882,-8.579409985,1.7395295070074048,35.181535582650895,-10.76072422,3.55,1.6,98.2,2195,6.5,53.96,154,0.95,0.07,-0.07
89.6,1.77,6.21,-0.26,0.57,0.24,2.53,-3.244528343,-130.4318403,-4.325383612,-2.333231407,26.11157866343701,-25.0228169,3.55,1.6,89.8,2130,6.3,54.19,171,2.26,-0.26,0.26
96.9,1.44,6.38,0.3,1.58,1.33,3.78,-0.983834025,-141.0179698,-4.972794551,4.184960389468189,32.839360887465496,-10.24864843,3.52,1.64,96.6,2299,6.2,54.34,160,0.86,0.3,-0.3
95.9,1.43,6.26,0.16,1.58,0.01,3.06,-4.119084704,-139.5012446,-6.388523094,3.0275811379815334,33.97257039833694,-10.37401494,3.55,1.6,95.7,2114,6.4,54.09,154,0.92,0.16,-0.16
87,1.72,6.11,1.53,0.89,0.44,0.63,-6.192513394,-126.2858604,-8.685766606,17.657428644222694,28.077977813820723,-20.98766492,3.54,1.6,86.4,1882,6.3,54.23,134,2.16,1.53,-1.53
85.3,1.67,6.22,1.57,0.55,-0.19,2.84,-7.524423316,-123.9799173,-2.737743613,17.702744852216313,25.43260297782586,-26.11043828,3.39,1.54,85.1,1646,6.3,54.21,135,2.59,1.57,-1.57
94.4,1.47,6.24,1.01,1.12,0.05,3.12,-5.963901647,-137.3926244,-4.927893593,14.124067148279403,29.989740210535267,-17.1403218,3.17,1.46,94.5,2000,6.3,54.2,145,1.44,1.01,-1.01
95,1.65,6.21,1.09,1.21,-0.13,2.98,-7.08576991,-138.2325592,-5.537972206,15.487772658419743,28.68762025254224,-15.59267916,3.17,1.39,95.3,2030,6.3,54.21,155,1.3,1.09,-1.09
94.5,1.62,6.17,0.61,1.49,0.53,2.65,-4.203369396,-137.489739,-6.828897698,8.703002055283468,30.27338707277096,-11.945114,3.21,1.44,94.7,2127,6.4,54.12,152,1.06,0.61,-0.61
85.6,1.68,6.23,1.31,0.85,1.8,1.96,-2.359984408,-124.6526332,-5.517431325,14.154059955091208,24.830619545411583,-22.38683759,3.11,1.44,85.5,1736,6.2,54.31,136,2.25,1.31,-1.31
96,1.62,6.24,1.16,1.23,-0.04,4.15,-7.018216418,-139.6984915,-2.71426095,16.78929954591303,31.94114444553336,-15.65221492,3.14,1.44,95.9,2096,6.2,54.26,150,1.25,1.16,-1.16
89.6,1.62,6.24,-0.29,0.64,-0.74,1.54,-5.191742303,-130.3470451,-7.001456135,-2.402487939,24.222662343188453,-23.73643736,3.27,1.75,89.9,2139,6.3,54.25,169,2.18,-0.29,0.29
97.5,1.54,6.12,1.33,1.23,-0.49,2.19,-8.520640001,-141.4898543,-7.87382607,19.79086397518804,32.744803777449995,-14.03493341,3.42,1.8,97.6,2228,6.5,53.96,151,1.19,1.33,1.33
96.6,1.56,6.2,0.39,1.36,-0.72,1.98,-6.981929628,-140.2770515,-8.787458943,6.705208184,30.59755756916257,-12.42043928,3.62,1.75,96.9,2337,6.5,53.99,156,1.09,0.39,0.39
91.2,1.68,6.14,1.22,0.86,-1.27,-0.21,-10.02915901,-132.1365601,-11.95800593,16.359382673305706,24.86346045308129,-19.72340646,3.39,1.72,91.5,1867,6.4,54.05,140,1.87,1.22,1.22
96.9,1.62,6.18,1.44,1.29,0.61,2.78,-5.997104384,-140.8187162,-6.429061648,20.554506937680028,36.25146566721079,-13.70938805,3.62,1.75,96.4,2159,6.4,54.11,148,1.17,1.44,1.44
88.5,1.71,6.2,-0.18,0.79,0.41,3.16,-2.795187448,-128.8596042,-3.000765488,-1.470377284,27.11579791922711,-22.91871334,3.49,1.8,88.5,2173,6.3,54.24,183,2.12,-0.18,-0.18
97,1.67,6.07,1.14,1.26,-1,0.65,-9.78689339,-140.4613776,-11.82751424,17.296534135444695,30.78620695147995,-12.9413727,3.49,1.8,97.3,2219,6.7,53.82,155,1.18,1.14,1.14
97.8,1.43,6.18,1.16,1.43,-0.29,3.62,-7.332763777,-142.1674573,-4.679222909,17.431982539840547,33.68927661603827,-11.95281581,3.57,1.8,97.8,2238,6.4,54.07,158,0.97,1.16,1.16
96.6,1.54,6.12,1.31,1.36,-0.84,2.51,-9.323741115,-140.3065331,-7.137900991,19.39042381,31.817735057874504,-12.75399028,3.44,1.64,96.6,2167,6.4,54.1,149,1.09,1.31,-1.31
97.9,1.55,6.22,0.61,1.56,0.95,1.62,-3.043351755,-142.1425278,-10.4804768,8.946469904434336,33.73567627366003,-8.768751518,3.44,1.64,97.8,2355,6.4,54.06,156,0.83,0.61,-0.61
96.8,1.51,6.27,1.11,1.58,-0.2,2.75,-7.095207844,-140.6320728,-7.405430369,16.37173320347987,32.897787583717204,-9.737947142,3.56,1.65,96.6,2161,6.3,54.16,152,0.87,1.11,1.11
86.7,1.64,6.16,1.43,0.56,0.52,2.38,-5.62301075,-126.0925601,-3.974183894,16.45220606861395,26.519300866176696,-25.61783521,3.36,1.58,86.7,1782,6.4,54.13,136,2.49,1.43,-1.43
80.6,1.46,6.13,-0.23,-0.38,-1.91,-0.53,-7.084997781,-117.1326513,-7.441714938,-0.866495523,21.016038353095464,-34.53542805,3.21,1.62,81.1,2234,6.6,53.91,322,3.89,-0.23,0.23
97.2,1.77,6.13,1.25,1.14,0.68,2.4,-5.802449958,-141.3272295,-7.078832369,18.03780958195821,33.585631895246706,-15.42077366,3.65,1.72,97.3,2056,6.5,53.99,142,1.28,1.25,1.25
97.1,1.68,6.18,0.36,1.42,-0.4,2.69,-6.38799575,-141.0686973,-7.041659642,6.266159610050625,33.02359760005162,-11.77646683,3.65,1.72,97.1,2178,6.4,54.07,155,1.01,0.36,0.36
88.2,1.74,6.11,1.43,0.72,0.16,2.83,-6.808640193,-128.2480399,-3.330081329,17.255660956982982,28.70686413528411,-23.76562467,3.65,1.72,87.8,1473,6.3,54.23,139,2.24,1.43,1.43
96.3,1.67,6.14,1.18,1.14,-0.13,3.6,-7.454672396,-139.9843675,-3.712962819,17.28140019403128,34.29854896,-16.56300643,3.59,1.75,96,2059,6.4,54.13,150,1.34,1.18,1.18
89.5,1.72,6.2,-0.05,0.78,-0.55,1.53,-5.509693618,-130.1601333,-7.214734776,0.5092895998034501,25.266486316332337,-22.01732324,3.62,1.77,89.9,2041,6.4,54.09,170,2.05,-0.05,-0.05
98.4,1.6,6.17,1.19,1.31,0.62,4.31,-5.425851241,-143.1325516,-2.569429776,17.610576728933317,35.23405905087998,-13.90185349,3.7,1.8,98.1,2102,6.3,54.2,153,1.06,1.19,1.19
86.9,1.66,6.17,1.19,0.47,0.3,2.19,-5.689397924,-126.4850953,-4.307345382,13.915954519556813,25.981933435176323,-26.48119026,3.65,1.72,86.8,1784,6.2,54.28,138,2.55,1.19,1.19
88.7,1.93,6.22,-0.36,0.54,0.51,4.29,-2.722616361,-129.1797601,0.1862252248927117,-3.517315696,26.709577325201096,-26.32879483,3.54,1.77,88.7,2019,6.2,54.27,196,2.35,-0.36,-0.36
89.4,1.64,6.2,1.5,0.57,0.34,2.22,-6.358000458,-130.0164537,-4.967204093,18.311442442839123,28.83376462,-24.7919945,4.08,1.86,89.1,1822,6.3,54.21,140,2.29,1.5,-1.5
99.1,1.49,6.37,0.6,1.45,0.06,3.23,-5.293982902,-144.015798,-6.496186716,9.633083741586622,36.15355386719868,-10.75457068,4.08,1.86,98.8,2277,6.4,54.15,155,0.9,0.6,-0.6
96.8,1.45,6.23,0.83,1.69,0.2,2.37,-5.25731118,-140.4790726,-8.475194892,12.299000577178823,36.68852863129802,-8.092163404,4.08,1.86,96.2,2300,6.4,54.06,153,0.79,0.83,-0.83
90.8,1.8,6.18,-0.02,0.64,0.43,2.44,-3.388563578,-132.2106998,-4.846411241,0.524393378,27.474284481216014,-23.85130259,3.97,1.82,91,2190,6.3,54.17,177,2.12,-0.02,0.02
88,1.89,6.17,1.38,0.65,1,1.59,-5.004445145,-128.1123307,-6.428821042,16.208994068459372,23.99512575271348,-23.9285468,3.97,1.82,88.5,1864,6.4,54.15,135,2.27,1.38,-1.38
91.1,1.84,6.18,-0.02,0.92,0.03,1.19,-4.498644191,-132.4928874,-8.628945897,0.6875504796341201,27.189579983814653,-19.68686605,4,1.9,91.2,2193,6.3,54.19,166,1.82,-0.02,0.02
97.4,1.71,6.1,0.94,1.23,0.01,2.93,-6.737931918,-141.6701918,-5.847771934,14.205907975285236,30.15060253766078,-14.46506695,3.75,1.75,97.9,2145,6.4,54.08,153,1.16,0.94,0.94
97.7,1.51,6.24,0.3,1.56,-0.08,2.96,-4.962483179,-142.0395652,-6.8955419,5.277556706278138,35.50768003716958,-9.644734048,3.55,1.6,97.3,2261,6.3,54.17,153,0.85,0.3,-0.3
88.9,1.62,6.19,1.76,0.62,0.53,1.21,-6.32195685,-129.2024727,-7.46905332,21.05743662941468,25.844018906267973,-23.82210295,3.55,1.6,88.7,1719,6.2,54.33,138,2.26,1.76,-1.76
89.8,1.76,6.13,1.62,0.57,1.59,1.62,-3.846681983,-130.6046209,-6.331635193,19.357797404326053,29.97564548961107,-24.50547215,3.42,1.6,89.3,1660,6.2,54.27,135,2.28,1.62,-1.62
90,1.84,6.14,-0.35,0.43,0.07,1.82,-3.637746662,-130.9722781,-5.642856698,-3.227292114,28.86379736546261,-26.16617041,3.55,1.6,89.8,2146,6.3,54.23,172,2.39,-0.35,0.35
87.4,1.5,6.22,1.4,0.76,0.26,1.88,-5.856593981,-127.0191224,-5.830988496,16.304559569723803,26.477560529890365,-22.93804977,3.55,1.6,87.2,1593,6.3,54.2,133,2.24,1.4,-1.4
87.2,1.78,6.1,1.49,0.55,0.23,0.53,-6.771358725,-126.4952564,-8.245865257,17.35270541,27.99579097491275,-24.62879084,3.47,1.64,86.6,1833,6.3,54.2,133,2.48,1.49,-1.49
97.9,1.48,6.19,0.32,1.66,-0.02,2.52,-4.796771092,-142.3230895,-8.224256744,5.498931602748376,32.828253486562204,-7.918305571,3.47,1.7,98,2368,6.4,54.11,158,0.72,0.32,-0.32
97.1,1.45,6.19,1.26,1.16,0.17,2.91,-6.316818962,-141.2270261,-5.899040695,18.346450290714305,33.895446465830524,-15.46045176,3.17,1.46,97,2153,6.4,54.09,149,1.27,1.26,-1.26
98,1.52,6.19,0.16,1.58,0.07,2.11,-4.29865694,-142.3702213,-9.171432843,3.215648628123185,34.44011232,-8.739583751,3.62,1.75,97.9,2171,6.4,54.06,157,0.81,0.16,0.16
88.4,1.7,6.16,1.35,0.84,-0.42,1.75,-8.006354818,-128.3229991,-6.344817179,16.63152645017979,29.564240018190016,-21.64022616,3.62,1.75,88.1,1768,6.5,54.04,141,2.11,1.35,1.35
98.4,1.46,6.21,1.1,1.16,-0.41,2.87,-7.634704898,-142.8743165,-6.203356133,16.994508912517077,38.37798927497074,-15.04864021,3.54,1.72,97.8,2114,6.4,54.07,158,1.24,1.1,1.1
97.6,1.8,6.09,1.19,1.11,0.64,3.38,-5.87548985,-141.8744992,-4.289341462,17.371747780403734,35.54895362280083,-16.46485803,3.62,1.75,97.4,2205,6.4,54.06,162,1.31,1.19,1.19
89.2,1.66,6.07,1.46,0.59,0.01,1.65,-7.136035157,-129.6151101,-6.101846858,17.92001708697978,26.20774043569533,-24.46102599,3.44,1.64,89.5,1770,6.5,54.02,133,2.28,1.46,-1.46
97.4,1.57,6.18,0.42,1.55,0.33,2.49,-4.293133896,-141.608771,-7.895699436,6.658691215119065,35.33895158386121,-9.77192991,3.44,1.64,97.2,2349,6.4,54.06,157,0.88,0.42,-0.42
97,1.62,6.14,1.3,0.85,-0.22,3.93,-7.908827855,-141.0155599,-2.242758526,19.165020160228707,36.07757371278995,-20.55540588,3.42,1.72,96.7,2119,6.5,54.05,156,1.6,1.3,-1.3
98.4,1.53,6.26,0.11,1.48,-0.38,3.46,-5.451774437,-143.1445102,-5.5572675,2.8533809508859767,34.633310541929056,-10.73054688,3.56,1.65,98.4,2290,6.4,54.11,158,0.88,0.11,0.11
90.8,1.71,6.19,-0.5,0.34,-0.01,2.13,-3.249830961,-132.1270746,-4.986292193,-5.152248884,28.24476918516857,-27.35357575,3.56,1.65,91,2120,6.4,54.07,172,2.43,-0.5,-0.5
91.7,1.61,6.12,1.13,0.67,-0.54,1.37,-7.906579285,-133.1587457,-7.535694175,15.16075427404689,31.045668673715223,-22.69291802,3.47,1.67,91.5,1754,6.5,54.02,136,2.07,1.13,1.13
88.7,1.79,6.14,1.45,0.63,0.28,0.86,-6.733711504,-128.7676166,-8.067025364,17.579436968804167,30.03469378,-23.49159557,3.56,1.65,88.2,1669,6.4,54.12,131,2.31,1.45,1.45
88.9,1.69,6.28,-0.27,0.6,-0.16,1.74,-3.984671655,-129.3265026,-6.292390912,-2.066475982,28.973716583813008,-24.25712357,3.59,1.59,88.8,2088,6.4,54.12,183,2.3,-0.27,-0.27
99.4,1.6,6.21,0.28,1.44,0.85,2.53,-2.727410081,-144.5881904,-8.077033757,4.501255997983846,32.231407052651655,-10.25622047,3.27,1.52,99.5,2278,6.3,54.21,157,0.86,0.28,-0.28
90.2,2.04,6.02,1.21,0.19,1.31,2.61,-4.395788115,-131.3794563,-2.986769412,14.966036375282595,26.368511803941377,-29.51966732,3.36,1.58,90.7,1654,6.4,54.09,140,2.59,1.21,-1.21
96.5,1.7,6.24,0.14,1.58,-0.33,3.68,-5.7139774,-140.3638461,-4.819379844,3.181504112438228,33.74251860822197,-10.46350058,3.36,1.58,96.4,2258,6.4,54.08,155,0.88,0.14,-0.14
87.7,1.9,6.1,1.6,0.37,0.34,2.73,-7.065651957,-127.4809199,-2.748219292,18.85201456698969,26.829205147897287,-27.77217222,3.36,1.58,87.6,1711,6.4,54.15,139,2.61,1.6,-1.6
89.8,1.98,6.1,-0.17,0.61,-0.65,2.39,-6.157648588,-130.5716184,-4.476117366,-0.611976792,28.61969342726982,-24.49383524,3.65,1.72,90,2132,6.6,53.95,192,2.24,-0.17,-0.17
97.1,1.76,6.02,1.17,1.17,0.69,0.65,-5.564478381,-140.9170898,-11.48624296,16.91203858530796,33.68241948364941,-14.05834713,3.57,1.75,97,2169,6.5,53.99,155,1.27,1.17,1.17
85.5,1.67,6.1,1.28,0.34,0.2,0.41,-6.054175036,-124.1778961,-7.725407124,14.485519147839478,27.65540744304853,-27.11797311,3.57,1.72,85.2,1643,6.4,54.05,134,2.81,1.28,1.28
89.4,1.89,6.06,1.48,0.36,0.64,2.51,-6.215883493,-129.9979995,-3.502216872,18.044198826625284,27.92929077692984,-27.52302348,4.08,1.86,89.5,1828,6.4,54.06,140,2.5,1.48,-1.48
87.1,1.93,5.99,1.66,0.31,0.66,1.49,-6.465069125,-126.538077,-5.239692356,19.15839378838129,27.81544946987124,-27.86347405,4.08,1.86,86.9,1790,6.4,54.09,133,2.72,1.66,-1.66
89.7,1.97,6.15,-0.27,0.63,-0.01,3.18,-4.346639388,-130.6874997,-2.743736097,-2.194006098,26.09806854820636,-24.55747958,4,1.82,90.3,2144,6.5,54.04,183,2.18,-0.27,0.27
90.4,2.02,6.07,-0.52,0.37,1.26,2.03,-0.769402,-131.6020946,-4.926235766,-5.909395096,28.57673445960017,-26.99729802,3.97,1.86,90.6,2197,6.4,54.07,169,2.42,-0.52,0.52
86.2,1.73,6.01,1.26,0.1,0,0.88,-6.698276672,-125.1876292,-6.114756472,14.62809963258406,26.968785404050664,-30.01440228,4.08,1.82,86.2,1822,6.5,53.98,130,3,1.26,-1.26
96.6,1.61,6.08,1.07,1.08,0.23,2.37,-6.141488145,-140.4764452,-6.773334673,15.551348616079151,33.43389783037179,-16.4816232,3.75,1.75,96.6,2112,6.4,54.07,152,1.37,1.07,1.07
90.6,1.92,6.06,-0.27,0.56,0.31,1.72,-3.434440734,-131.898145,-6.173961492,-2.549811102,25.89547272962789,-24.61851529,3.62,1.75,91.2,2212,6.5,54.02,158,2.2,-0.27,-0.27
96.1,1.83,6.08,1.08,1.1,1.48,1.92,-3.38690826,-139.7879205,-7.939020412,14.909887374400272,32.17618379564086,-16.2141685,3.65,1.75,96.4,2172,6.5,53.99,151,1.38,1.08,1.08
98.2,1.59,6.09,0.24,1.45,-0.32,3.39,-5.735580125,-142.7836997,-5.198136931,4.688191588952408,34.39245289,-11.299232,3.55,1.6,98.2,2241,6.5,54.04,156,0.92,0.24,-0.24
97.8,1.39,6.34,0.11,1.65,0.6,2.82,-2.370947879,-142.1348907,-7.743157786,2.121508537859781,35.828083700084385,-8.260307413,3.55,1.6,97.5,2232,6.4,54.11,158,0.76,0.11,-0.11
97.4,1.45,6.25,0.51,1.47,-1.18,2.33,-8.275177069,-141.4063084,-8.373270742,8.845378733986605,33.88852094405815,-10.71724749,3.43,1.47,97.6,2279,6.6,53.87,154,0.96,0.51,-0.51
97,1.43,6.29,0.52,1.5,-0.45,2.42,-6.262933497,-140.8753957,-8.197279142,8.445016506583276,34.31461734929254,-10.47165403,3.28,1.54,97,2247,6.5,53.95,151,0.94,0.52,-0.52
96.1,1.34,6.25,0.6,1.51,-0.05,1.56,-5.054225716,-139.528289,-10.29976677,9.019587886563595,31.775728389867385,-10.28023257,3.46,1.54,96.6,2189,6.7,53.8,151,0.97,0.6,-0.6
93.6,1.52,6.21,0.64,1.52,0.76,2.55,-3.396792914,-136.1060351,-7.088229885,8.698987585748355,30.52417188755009,-11.96655986,3.45,1.46,94,2236,6.6,53.87,153,1.09,0.64,-0.64
93.8,1.41,6.26,0.49,1.58,0.07,3.55,-4.575615478,-136.5192006,-4.78320231,7.148738028080238,31.50503224936792,-11.57772387,3.43,1.51,94,2234,6.5,53.99,152,1.02,0.49,-0.49
86.2,1.64,6.23,1.44,0.92,-0.6,0.58,-8.23990666,-124.9561788,-9.01960945,16.724392916075985,26.21162727428413,-20.81928312,3.47,1.49,86.2,1873,6.6,53.94,133,2.18,1.44,-1.44
79.3,1.32,6.34,-0.66,-0.29,-1.22,3.4,-4.331454946,-115.3812907,0.9377515591230952,-5.041874041,22.596290512702872,-35.13353255,3.41,1.43,79.3,2415,6.4,54.08,319,3.93,-0.66,0.66
90.6,1.69,6.13,-0.25,0.72,-0.89,2.74,-5.937123267,-131.9264861,-4.12435619,-1.76179432,25.96389283093435,-23.10775282,3.08,1.47,91.4,2154,6.6,53.91,161,2.04,-0.25,0.25
98,1.53,6.27,0.4,1.41,0.24,2.78,-4.426620263,-142.4774784,-7.200309406,6.424576212167696,34.09568697433635,-11.54380885,3.08,1.47,98.2,2341,6.5,53.98,154,0.98,0.4,-0.4
96.4,1.4,6.25,0.61,1.55,-0.03,2.18,-5.185677126,-139.9766791,-8.735549577,9.190779477776577,34.018922519372666,-9.950374057,3.08,1.47,96.4,2363,6.6,53.92,154,0.93,0.61,-0.61
96.5,1.39,6.25,0.77,1.56,-0.58,2.52,-7.012791393,-140.1620151,-7.893574665,11.86597845473094,34.42660615011891,-9.989127979,3.33,1.46,96.5,2350,6.6,53.93,152,0.91,0.77,-0.77
88.4,1.61,6.19,1.46,0.94,0.85,1.35,-4.902130018,-128.4600074,-7.640371787,17.142200946486476,28.122997070349864,-20.34943617,3.4,1.6,88.4,1896,6.5,54,133,2,1.46,-1.46
97.6,1.48,6.25,0.42,1.49,-1.13,2.22,-8.003058149,-141.637712,-8.75607514,7.476661359458819,33.48283904284554,-10.20896513,3.63,1.59,97.7,2395,6.6,53.92,154,0.92,0.42,-0.42
78.7,1.48,6.3,-0.77,-0.39,0.42,2.71,-0.878237701,-114.5907275,-0.210222257,-6.605416022,22.06520586771761,-35.76761617,3.54,1.62,78.9,2402,6.5,54.01,311,4.08,-0.77,0.77
97.2,1.42,6.36,0.46,1.58,0.71,2.88,-2.962154162,-141.2675623,-7.37617312,6.8740071549648745,34.60659315914988,-9.485930269,3.4,1.6,97.1,2300,6.4,54.06,157,0.85,0.46,-0.46
97.9,1.5,6.22,1.19,1.11,-0.35,2.87,-7.784191097,-142.2762595,-6.133426526,17.936145304684302,32.229486765666685,-15.85158629,3.15,1.57,98.4,2163,6.6,53.9,153,1.27,1.19,-1.19
97.3,1.55,6.24,0.57,1.35,-0.41,2.98,-6.595365979,-141.415634,-6.299594772,9.154842945476714,32.76672573965277,-12.82022354,3.15,1.57,97.6,2188,6.5,53.95,144,1.07,0.57,-0.57
96.9,1.6,6.17,1.17,1.02,-0.77,2.58,-9.03256154,-140.6765273,-6.361166457,17.65529644487124,33.17274675729312,-17.31610035,3.15,1.57,97,2236,6.5,53.96,152,1.43,1.17,-1.17
85.3,1.6,6.24,1.42,0.54,-0.46,2.26,-7.711756797,-124.0219744,-4.139431679,16.170674964953808,25.19718994587162,-25.90711883,3.15,1.57,85.4,1822,6.4,54.07,130,2.6,1.42,-1.42
83.4,1.8,6.16,1.39,0.57,0.38,2.24,-6.013271896,-121.2048796,-3.629547301,14.883469781180958,25.587219825252667,-26.07057422,3.15,1.57,83.3,1808,6.5,54.01,132,2.74,1.39,-1.39
87.7,1.9,6.28,-0.19,0.57,0.52,3.38,-2.963245345,-127.7181391,-2.109997366,-1.462096624,25.43663460142593,-25.7443949,3.39,1.55,88,2186,6.4,54.11,173,2.38,-0.19,0.19
97.5,1.43,6.33,0.63,1.46,-0.92,2.01,-7.762791479,-141.4416829,-9.433650505,10.209889307703335,33.46648140820812,-10.53276641,3.34,1.69,97.5,2211,6.5,53.96,147,0.96,0.63,-0.63
87.1,1.77,6.22,1.39,0.54,1.49,3.17,-3.524458147,-126.8791197,-2.267533895,15.730612689226357,26.601393794718668,-26.06345161,3.45,1.57,87.3,1848,6.4,54.11,137,2.46,1.39,-1.39
87.2,1.6,6.21,1.4,0.7,0.13,1.42,-6.423220332,-126.6930805,-6.785490927,16.391159992048323,26.57724510007457,-23.35891732,3.34,1.69,87.3,1877,6.5,54.02,135,2.31,1.4,-1.4
86.5,1.62,6.22,1.36,0.7,0.94,1,-4.407910944,-125.7144491,-7.656979235,15.304010734768502,25.64922999613503,-23.35506207,3.52,1.61,86.7,1870,6.5,54.03,137,2.35,1.36,-1.36
96,1.56,6.3,0.4,1.65,0.87,5.19,-2.732360565,-139.7189619,-1.030530469,5.877716306083495,34.40027090481048,-10.67747035,3.57,1.69,96.1,2359,6.5,53.96,153,0.84,0.4,-0.4
97.1,1.41,6.37,0.72,1.57,-0.39,2.48,-6.473529596,-140.9499001,-8.437457755,11.117409827524192,34.502662669732345,-9.428536314,3.34,1.69,96.9,2341,6.5,53.99,156,0.87,0.72,-0.72
97.6,1.41,6.32,0.58,1.59,-0.37,2.45,-6.170526262,-141.8060409,-8.516665093,9.339377696175834,34.71285364541026,-8.987780296,3.27,1.6,97.6,2396,6.5,53.96,156,0.83,0.58,-0.58
96.6,1.31,6.35,0.59,1.61,-0.62,3.06,-6.514059333,-140.3846476,-6.802986944,9.385619659,35.79541595049275,-9.597814424,3.27,1.6,96.4,2343,6.5,53.98,150,0.87,0.59,-0.59
94.8,1.4,6.29,0.72,1.57,1.17,2.07,-2.23698706,-137.6767651,-8.800342253,9.635945978,34.58338399230754,-10.38382804,3.49,1.51,94.5,2361,6.5,53.98,155,1,0.72,-0.72
