release_speed,release_pos_x,release_pos_z,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,release_pos_y,spin_axis,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in
85.7,2.82,6.38,-0.29,0.41,-0.89,2.95,-8.157888796,-124.6364173,-2.684566855,-1.451749039,23.48062333269545,-27.58085234,3.36,1.58,85.7,2260,6.2,54.32,144,2.68,-0.29,0.29
94.2,2.68,6.48,1.1,1.34,0.61,2.67,-7.787692086,-136.7806805,-7.086964033,15.58461179234051,31.613342324490976,-13.88328164,3.36,1.58,93.5,2396,6.1,54.4,145,1.25,1.1,-1.1
94.8,2.72,6.41,0.88,1.31,-1.16,2.69,-12.00153179,-137.4332187,-6.916909363,13.795265048852244,31.09096606229877,-14.08767518,3.34,1.48,94.2,2360,6.2,54.32,139,1.25,0.88,-0.88
93.2,2.79,6.45,1.15,1.43,0.92,1.78,-7.263662384,-135.2658146,-9.282898246,15.686304995799002,30.60526922463994,-12.75454656,3.36,1.58,92.4,2422,6.1,54.45,144,1.22,1.15,-1.15
84.6,2.26,6.62,0.49,1.59,1.13,1.42,-3.611242568,-122.9915622,-8.938154632,5.681236504884521,23.29292349766128,-14.47078418,3.1,1.47,84.6,1806,6.2,54.26,143,1.59,0.49,-0.49
95.5,3.09,6.43,1.05,1.44,-0.71,3.56,-12.26911405,-138.4652038,-5.092826707,16.210328578646994,31.14683827934837,-12.59573801,3.11,1.49,94.7,2402,6.1,54.45,141,1.08,1.05,-1.05
88.1,3.09,6.18,-0.12,0.53,-0.8,2.29,-9.21594501,-128.0428731,-4.512780053,0.3793346805400074,23.66241178659887,-25.57485979,3.1,1.47,88.7,2265,6.5,54.01,161,2.39,-0.12,0.12
93.3,3.27,6.38,1.03,1.45,0.43,2.69,-9.503728386,-135.3736527,-6.81586289,14.792136334352625,30.882964312801807,-13.01744315,3.1,1.47,92.5,2418,6.1,54.42,137,1.2,1.03,-1.03
77.9,2.53,6.43,-0.16,-1.08,0.13,1.02,-4.86819849,-113.4506803,-2.774128113,-0.515059676,20.36728669479594,-41.19561854,3.55,1.63,77.9,2179,6.2,54.31,342,4.82,-0.16,0.16
94.1,3.17,6.23,1.12,1.17,0.15,2.72,-10.30408391,-136.6205472,-5.94457986,16.34605666394457,30.98367906473092,-16.28231807,3.55,1.63,93.7,2288,6.3,54.25,140,1.42,1.12,-1.12
94.3,2.98,6.3,1,1.25,-0.13,2.03,-10.26257346,-136.7522361,-8.10774917,14.87960402089659,31.36534467632656,-14.77933803,3.55,1.63,93.9,2339,6.3,54.19,139,1.34,1,-1
94,3.2,6.38,1.02,1.43,1.16,2.74,-7.524816943,-136.4961704,-6.8309729,14.475804577603014,32.165310718183775,-12.92147825,3.46,1.6,93.4,2396,6.2,54.28,136,1.17,1.02,-1.02
84.3,2.35,6.51,1.11,1.15,0.83,2.86,-5.718011309,-122.5469515,-4.362282491,12.280617627139508,24.802269676679817,-19.92672671,3.43,1.63,84,1693,6.2,54.29,147,2.07,1.11,-1.11
96.1,3.16,6.45,0.81,1.43,0.82,5.15,-7.981389962,-139.6474296,-1.03003021,12.478950462203352,33.46606877557022,-13.50936585,3.56,1.66,95.4,2303,6.1,54.41,145,1.06,0.81,-0.81
95.7,3.12,6.33,1.13,1.53,0.15,2.72,-10.35154237,-138.7999399,-7.274136555,17.035432433774744,32.37386118440575,-10.91908651,3.43,1.63,95,2545,6.2,54.31,140,0.99,1.13,-1.13
78.4,2.55,6.49,-0.33,-1.07,-0.78,0.71,-6.588159952,-114.0624326,-3.645032881,-1.605875436,21.519099653480986,-40.99903599,3.51,1.72,78,2258,6.1,54.39,341,4.79,-0.33,0.33
95.4,3.02,6.46,1.01,1.49,0.13,2.54,-9.788749561,-138.3859729,-7.952129138,15.16589260831237,31.94662169803999,-11.35487672,3.43,1.63,94.6,2576,6.1,54.42,140,1.04,1.01,-1.01
93.3,2.81,6.44,0.91,1.43,0.49,3.05,-7.949626038,-135.5081214,-6.034609519,13.042118633781463,31.02432518696089,-13.44150946,3.43,1.63,92.8,2324,6.2,54.32,143,1.21,0.91,-0.91
94.2,2.5,6.56,0.72,1.55,0.49,3.58,-6.799733879,-136.9782329,-5.438559768,10.639359511512245,31.68115765954137,-11.64184329,3.55,1.63,93.9,2438,6.2,54.27,152,1.03,0.72,0.72
88,3.1,6.27,-0.21,0.49,-0.69,0.75,-8.715090304,-127.7067699,-8.309477381,-0.590310459,24.924785567607607,-25.26165251,3.55,1.63,87.9,2245,6.3,54.23,133,2.45,-0.21,-0.21
93.8,3.11,6.24,0.74,1.58,-0.42,1.73,-10.73562078,-135.8110412,-9.325914653,11.604567086892365,31.445056202875605,-10.65346079,3.43,1.61,93.3,2442,6.4,54.12,140,1.05,0.74,0.74
93.1,2.98,6.32,1.17,1.21,0.9,2.96,-7.911959294,-135.3572342,-5.505608545,16.16257887871135,29.382870220296866,-16.20361634,3.41,1.56,92.9,2521,6.2,54.28,148,1.42,1.17,-1.17
94.6,2.68,6.38,0.99,1.41,-1.67,2.31,-13.46609999,-136.8660985,-7.981157463,15.496788867341452,30.70896849684178,-12.69681308,3.37,1.5,93.9,2665,6.2,54.28,149,1.17,0.99,-0.99
94.3,3,6.26,0.83,1.42,0.65,3.73,-7.95289001,-137.0420081,-4.018348034,12.251879401338094,30.743696708823272,-13.53102156,3.43,1.59,94.1,2621,6.3,54.22,136,1.15,0.83,-0.83
93.6,2.99,6.23,1.11,1.31,0.08,2.19,-9.886933275,-135.7275001,-7.49882238,15.860280663934027,30.34966328536134,-14.51111229,3.36,1.52,93,2690,6.2,54.33,135,1.32,1.11,-1.11
93.5,3.01,6.26,1.03,1.43,0.73,1.88,-8.125107452,-135.7882174,-8.676061582,14.568012989501527,29.30618980540716,-12.68453878,3.52,1.7,93.2,2572,6.2,54.3,138,1.18,1.03,-1.03
93.3,3.11,6.31,0.98,1.53,0.66,4.41,-8.431131239,-135.5632855,-2.468784713,13.97858217589314,29.74844225403224,-12.99643242,3.53,1.75,93,2585,6.2,54.27,143,1.1,0.98,-0.98
86.1,3.18,6.06,-0.07,0.35,-0.5,1.15,-8.585397983,-124.9687783,-6.0977753,1.089202096707768,25.899500559739195,-27.36836311,3.41,1.56,85.8,2437,6.3,54.21,153,2.74,-0.07,-0.07
76,2.53,6.4,-0.24,-1.32,-0.32,-0.38,-5.519136129,-110.4386523,-4.650068235,-0.857604687,22.345695373852404,-42.13528705,3.16,1.44,75.3,2333,6.1,54.36,343,5.32,-0.24,-0.24
94.3,2.86,6.26,0.98,1.45,-0.63,2.7,-11.22045868,-136.6708058,-6.681467063,14.915736651367007,32.01255102173272,-12.6467857,3.41,1.56,93.6,2499,6.2,54.26,137,1.15,0.98,0.98
86.1,2.8,6.23,-0.35,0.5,-1.1,2.09,-8.529089103,-125.1250333,-4.622028262,-2.097856068,24.03456389957611,-26.19039142,3.26,1.52,86.2,2390,6.3,54.15,172,2.57,-0.35,-0.35
93.1,2.8,6.39,0.66,1.54,-0.17,2.88,-9.025655203,-135.1669102,-6.555530133,10.076962114796125,30.18084264948805,-12.02765488,3.36,1.55,92.5,2379,6.1,54.41,141,1.11,0.66,0.66
82.5,2.4,6.51,0.98,1.44,-0.71,-0.11,-8.962390184,-119.4565275,-11.3217006,11.029264964411311,21.86227301189573,-16.30145378,3.39,1.62,82.6,1826,6.5,53.98,141,1.93,0.98,-0.98
88.2,3.14,6.14,0,0.32,0.93,1.64,-5.372156441,-128.2994355,-5.546907808,1.0316754555858454,25.609315756719887,-27.69310739,3.28,1.5,88.3,2253,6.3,54.19,121,2.6,0,0
88.2,3.13,6.16,-0.15,0.43,-0.23,1.68,-7.88697231,-128.3721908,-5.805318373,-0.282955,22.50492367574276,-26.43280085,3.34,1.62,89,2343,6.4,54.08,153,2.46,-0.15,0.15
83,2.66,6.49,1.11,1.15,0.71,2.2,-6.618637767,-120.6963098,-5.586697485,12.090973787870986,23.00671169787516,-20.05496912,3.31,1.54,83,1662,6.2,54.25,140,2.16,1.11,-1.11
93.8,3.12,6.24,0.87,1.54,0.93,3.09,-7.552878704,-136.4218057,-5.827114707,12.455351572621067,29.345895676327697,-11.87389811,3.37,1.62,93.7,2238,6.2,54.3,134,1.05,0.87,-0.87
93.3,3.03,6.31,1,1.36,0.69,1.67,-8.199125651,-135.3552616,-9.114785378,14.0554237,29.789449823839288,-13.6311883,3.42,1.52,92.9,2270,6.3,54.24,140,1.28,1,-1
82.2,2.45,6.55,0.69,1.47,0.16,2.69,-6.499929743,-119.4157381,-5.003187902,7.853190042354862,24.014553212394304,-17.31991226,3.36,1.58,81.8,1804,6.2,54.32,137,1.92,0.69,-0.69
92,3.22,6.22,1.39,1.25,1.11,1.58,-8.309036656,-133.3965062,-8.503069866,18.46350776,30.681675650212984,-15.56394058,3.36,1.58,91.1,2261,6.1,54.39,133,1.48,1.39,-1.39
93.1,3.08,6.26,1.12,1.54,-0.15,0.57,-10.74805994,-134.6672264,-12.13963241,16.054537767145565,30.11913186195125,-10.74862169,3.29,1.46,92.8,2387,6.5,54.02,138,1.12,1.12,-1.12
95.4,2.99,6.4,0.87,1.43,0.19,3.75,-9.300873261,-138.5095098,-4.474428791,13.300367544964596,32.48507155676431,-12.97447352,3.42,1.65,95,2333,6.3,54.23,138,1.1,0.87,-0.87
82.2,2.47,6.64,0.85,1.31,0.23,1.21,-6.729201731,-119.4185086,-8.319662725,9.421300453976848,21.581534851338617,-18.22905773,3.42,1.65,82.3,1726,6.3,54.18,134,2.06,0.85,-0.85
84,3.22,6.19,-0.24,0.09,-0.2,2.65,-7.461444948,-122.1367809,-1.981427295,-0.907078362,23.85443102801972,-31.08824151,3.42,1.65,84.1,2219,6.4,54.12,261,3.14,-0.24,0.24
95.6,2.84,6.4,0.71,1.35,-1.71,1.6,-13.56112335,-138.3897455,-10.07156229,11.97325632154105,28.14086008554668,-12.61022002,3.38,1.67,95.6,2066,6.4,54.1,146,1.15,0.71,-0.71
96.6,3.08,6.44,0.76,1.36,0.14,5.38,-9.492535272,-140.4032526,-0.379637575,12.109006041262262,30.55665599832415,-14.21445129,3.36,1.63,96.3,2223,6.1,54.4,143,1.08,0.76,-0.76
84.8,2.52,6.59,1.09,1.34,0.15,1.87,-7.691043661,-123.0501951,-7.32433899,12.542520573104625,24.073797551421134,-17.29481265,3.42,1.65,84.7,1712,6.4,54.14,133,1.85,1.09,-1.09
94.4,2.87,6.36,0.78,1.25,-0.25,2.53,-9.791510622,-136.9524394,-7.02257311,12.03189410950093,30.26447411477536,-14.99503585,3.42,1.65,93.9,2047,6.1,54.36,138,1.32,0.78,-0.78
82,2.6,6.57,0.88,1.18,-0.11,2.37,-7.850865311,-119.1761891,-5.233278141,9.884444481934963,22.13816905420317,-20.13267029,3.28,1.61,82.2,1464,6.4,54.08,137,2.21,0.88,-0.88
86,3.16,6.25,-0.21,0.3,-0.93,3.56,-9.256063404,-125.0327401,-0.747850513,-0.339754654,24.847265714421148,-29.13699751,3.34,1.54,85.9,2147,6.2,54.26,128,2.79,-0.21,0.21
93.5,3.1,6.36,0.76,1.38,-0.43,3.3,-10.72962186,-135.6658042,-5.14455258,11.677245030867518,29.37765041105497,-14.19017953,3.34,1.54,93.3,2227,6.3,54.2,139,1.24,0.76,-0.76
76.8,2.66,6.62,-0.45,-0.73,-1.11,0.56,-7.147631456,-111.5931168,-4.477242544,-2.499407809,19.748791453493965,-37.67372417,3.22,1.5,76.6,2222,6.2,54.34,337,4.6,-0.45,0.45
91.8,3,6.46,0.91,1.28,1.02,2.04,-6.945179809,-133.4435209,-8.078487476,12.35538438445686,27.21904898809664,-15.36734448,3.21,1.54,91.6,2117,6.1,54.41,138,1.42,0.91,-0.91
82.2,2.45,6.7,1.14,1.19,0.64,3.52,-6.29363233,-119.6302815,-3.000941926,12.15533959749021,22.23462464371673,-20.31127979,3.49,1.62,82.1,1745,6.2,54.34,133,2.17,1.14,-1.14
92.8,3.04,6.51,1.05,1.3,0.79,3.14,-7.994058332,-134.9029333,-5.646688414,14.50365128720922,28.83540144688044,-15.22069849,3.49,1.62,92.2,2190,6,54.53,139,1.35,1.05,-1.05
91.7,3.06,6.41,1.14,1.4,-0.03,2.85,-10.22894594,-133.0086705,-6.103194022,15.707597344951123,28.99725675028486,-14.407051,3.49,1.62,91.3,2062,6.3,54.25,134,1.33,1.14,-1.14
78.5,2.62,6.69,0.57,1.45,0.23,1.1,-6.20491585,-113.9492073,-7.863724,6.099508107654645,21.53348156,-18.27152793,3.46,1.57,78.2,1574,6.3,54.2,136,2.28,0.57,-0.57
91,2.79,6.47,1.03,1.5,-0.38,1.95,-10.08860964,-131.8509216,-8.549943156,14.216610660928932,28.59165781169169,-12.92909697,3.45,1.57,90.3,2134,6.1,54.36,140,1.28,1.03,-1.03
77.1,2.39,6.75,0.61,1.36,1.14,0.97,-3.764481161,-112.0249541,-7.743398595,5.830105793221179,20.283958340946526,-19.52182779,3.32,1.58,76.9,1555,6.2,54.3,139,2.49,0.61,-0.61
91.3,3.28,6.36,1.11,1.27,0.77,2.01,-8.66182354,-132.5501646,-7.752586854,14.92963009423162,28.11694380331048,-15.70485917,3.34,1.55,91,2236,6.2,54.27,137,1.48,1.11,-1.11
75.7,2.79,6.56,-0.41,-0.93,-0.09,-0.31,-5.247158359,-110.1395705,-5.557734791,-2.374741854,19.98783416570077,-38.94781824,3.28,1.5,75.4,2333,6.1,54.37,333,4.92,-0.41,0.41
85.9,3.05,6.24,-0.08,0.11,-0.15,3.61,-7.424320282,-125.0000862,-0.26640404,0.4692045550844224,22.17629002367696,-31.10826854,3.05,1.42,86.3,2412,6.3,54.22,273,2.94,-0.08,-0.08
84.7,3.24,6.14,-0.2,-0.02,0.48,2.19,-6.065198438,-123.3229065,-2.881340579,-0.932987629,23.149312357362408,-32.01352261,3.05,1.42,85,2204,6.3,54.2,202,3.18,-0.2,-0.2
86.7,3,6.32,-0.12,0.67,-0.83,2.19,-8.912641604,-125.974081,-5.088977641,0.2844610196308781,22.41846752831381,-24.18766529,3.07,1.4,87,2173,6.3,54.19,144,2.34,-0.12,-0.12
93.8,3.15,6.34,0.97,1.37,0.71,3.24,-8.437723535,-136.3358692,-5.300246939,13.902161232380315,29.981309656326097,-14.08967317,3.16,1.55,93.6,2340,6.2,54.25,137,1.23,0.97,-0.97
93.4,3.12,6.42,0.73,1.44,-0.1,3.82,-9.885142508,-135.5887074,-4.071470262,11.23514978,29.846431991937752,-13.68885783,3.16,1.55,93.1,2384,6.3,54.22,139,1.19,0.73,-0.73
76.6,2.76,6.61,-0.35,-1.18,0.37,0.91,-4.406505645,-111.4915172,-2.895176368,-2.152600962,20.232149883576053,-41.65581885,3.19,1.48,76.4,2304,6.1,54.35,341,5.06,-0.35,0.35
87.1,3.13,6.28,-0.37,0.47,-0.84,2.55,-8.778890774,-126.6231271,-3.825501007,-2.450031434,22.924444353163896,-26.50655904,3.32,1.51,87.6,2344,6.4,54.1,158,2.51,-0.37,0.37
94.1,3.2,6.36,0.81,1.26,0.47,2.48,-8.804034801,-136.5896252,-7.126656462,12.000121208712317,29.35443756372012,-14.91667665,3.32,1.51,93.8,2298,6.2,54.32,139,1.32,0.81,-0.81
94.5,3.13,6.48,0.81,1.33,-0.4,4.6,-10.93726184,-137.2278165,-2.161266418,12.699180865738455,30.26021516441049,-15.05599203,3.15,1.47,94,2284,6.1,54.39,140,1.23,0.81,-0.81
77.9,2.62,6.6,-0.4,-0.81,-0.42,0.62,-5.77803766,-113.2904273,-4.441989939,-2.359001856,21.34527002105481,-38.4719932,3.32,1.51,77.6,2269,6.2,54.29,333,4.58,-0.4,0.4
92.3,3.21,6.42,0.93,1.37,0.6,3.11,-8.646885098,-134.0987517,-5.546604811,13.065369467593143,28.159114151400672,-14.63565774,3.26,1.5,92.1,2235,6.2,54.32,134,1.31,0.93,-0.93
87.3,3.25,6.22,-0.24,0.56,0.24,2.32,-6.750392536,-127.0318517,-4.428628193,-1.299759249,23.891872258588084,-25.37053813,3.62,1.75,87.6,2308,6.3,54.19,172,2.41,-0.24,0.24
93.2,2.93,6.41,1.03,1.48,0.22,3.35,-9.205889751,-135.3746961,-5.2724984,14.696246716163875,31.52246467486046,-13.04505835,3.62,1.75,92.8,2390,6.3,54.2,139,1.17,1.03,-1.03
94.7,2.99,6.33,1.17,1.28,0.08,1.39,-10.16656688,-137.2102694,-9.999963037,17.031500079706834,31.774482377271585,-13.8301455,3.52,1.71,94.2,2390,6.3,54.15,142,1.29,1.17,-1.17
84.9,2.47,6.54,0.91,1.11,1.17,2.56,-4.903963542,-123.497646,-5.182485273,10.348578330353428,25.65129120522276,-20.00140931,3.42,1.65,85.1,1632,6.6,53.94,142,2.07,0.91,-0.91
84.4,2.57,6.52,1.01,1.07,0.61,2.67,-6.583686967,-122.7312712,-4.714326424,11.51733794648505,24.36501118687541,-20.62587994,3.42,1.65,84.5,1733,6.4,54.1,137,2.14,1.01,-1.01
77.8,2.75,6.58,-0.31,-0.65,1.14,4.15,-2.862082912,-113.2178886,2.8494321115858443,-2.145292065,20.57294806753087,-38.51166582,3.35,1.61,77.4,2036,6,54.53,330,4.41,-0.31,0.31
94.9,3.22,6.4,0.9,1.49,0.69,3.39,-8.617312009,-137.924753,-5.524953275,13.373624548483026,30.643128569300117,-12.12589363,3.42,1.65,94.6,2348,6.2,54.3,141,1.05,0.9,-0.9
83.9,2.6,6.59,1,1.17,0.91,3.22,-5.890836201,-122.0945375,-3.70207556,11.169037771973397,23.763193006737698,-19.97733637,3.34,1.54,84,1492,6.3,54.18,138,2.07,1,-1
88,3.08,6.19,-0.33,0.3,-1.33,1.9,-10.04477267,-127.8462468,-4.966848101,-1.766282119,23.42148607565822,-28.09473583,3.18,1.5,88.5,2357,6.5,54.05,176,2.63,-0.33,0.33
93.9,2.98,6.4,0.57,1.31,-0.6,3.39,-10.50131233,-136.3476239,-4.961045664,9.361962420051976,27.99047408574412,-14.86414773,3.34,1.54,93.9,2045,6.3,54.23,142,1.27,0.57,-0.57
84.1,2.53,6.62,0.51,1.33,0.93,2.72,-4.722879148,-122.3073701,-5.291952125,6.0467342569173566,23.816042906351747,-17.94274823,3.34,1.54,84.2,1840,6.4,54.14,139,1.89,0.51,-0.51
83.6,2.7,6.55,0.58,1.37,-1.21,0.16,-10.14429188,-120.9473722,-10.96059468,7.560250565582819,21.973049615049163,-16.74279908,3.2,1.53,83.6,1666,6.5,54.03,139,1.91,0.58,-0.58
82.7,2.21,6.58,0.78,1.39,-0.65,1.26,-8.039628365,-119.9431554,-8.318282934,9.069907317725733,22.571950523796087,-17.29867181,3.49,1.62,82.7,1786,6.4,54.1,141,1.96,0.78,-0.78
83.7,2.3,6.69,0.74,1.35,1.7,1.43,-2.820446135,-121.6896109,-8.395740517,7.880545697263118,21.47246150402361,-17.34102555,3.44,1.58,83.8,1729,6.2,54.34,137,1.88,0.74,-0.74
82,2.25,6.7,1.01,1.02,-0.13,2.18,-7.302362756,-119.0794479,-5.611802613,11.016064692241416,23.08639290293189,-21.57470778,3.49,1.62,81.8,1632,6.3,54.24,142,2.39,1.01,-1.01
90.7,2.92,6.65,1,1.55,-0.37,3,-10.27454753,-131.6531433,-6.471685724,13.802805145779386,27.96570805441322,-12.84821379,3.49,1.62,90.1,2381,6.1,54.42,141,1.23,1,-1
95.3,2.9,6.62,0.62,1.66,-0.02,2.55,-9.049349855,-138.2766303,-8.738482328,10.081841409187772,31.96516294756026,-9.017350408,3.45,1.57,94.9,2363,6.3,54.18,148,0.87,0.62,-0.62
87.5,2.64,6.45,0.74,1.45,0.21,1.86,-7.369434535,-126.9996472,-7.889297999,9.509802321487816,26.876170534060723,-14.97423333,3.34,1.55,87.4,1707,6.5,54.04,141,1.55,0.74,-0.74
83.3,2.56,6.66,1.12,1.26,1.03,2.89,-5.710472992,-121.0914722,-4.617594912,12.201542840695714,25.882637655033715,-19.08370723,3.34,1.55,82.9,1746,6.3,54.22,137,2.06,1.12,-1.12
75.8,2.72,6.68,-0.41,-1.19,0.62,1.97,-3.642716164,-110.2290695,-0.487544266,-2.530599802,22.893871360325296,-41.92689812,3.3,1.51,75.1,2308,6.2,54.33,343,5.22,-0.41,0.41
85.5,3.13,6.27,-0.25,0.42,-0.22,1.69,-7.381040215,-124.3481873,-5.397894681,-1.231632254,22.460693571201976,-26.98191543,3.05,1.42,85.7,2273,6.2,54.27,167,2.68,-0.25,-0.25
94.6,3.16,6.46,1.1,1.52,-0.35,3.8,-11.5422182,-137.1796687,-4.559612924,16.560095384268564,32.78247184890673,-12.14556749,3.01,1.38,93.9,2520,6.2,54.27,146,1.06,1.1,1.1
92.9,2.95,6.48,1.06,1.48,0,1.25,-9.861372073,-134.4667658,-10.74533604,15.130873965542497,31.263194614782112,-11.85081043,3.09,1.36,92.3,2485,6.4,54.09,143,1.2,1.06,1.06
97.8,3.11,6.32,1.08,1.33,-0.59,3.11,-12.4158471,-141.8840248,-6.192082642,17.38173793987638,31.463894907278164,-12.92312803,3.15,1.46,97.7,2678,6.3,54.19,138,1.06,1.08,-1.08
95.2,2.99,6.45,1,1.49,-0.18,2.56,-10.52016598,-137.9616794,-7.837963147,15.19802040009992,33.00430894375134,-11.45271023,3.16,1.55,94.5,2501,6.3,54.23,142,1.06,1,-1
85.8,2.61,6.56,1.07,1.04,0.76,1.3,-6.554377915,-124.5809024,-8.240297055,12.489191558880346,26.167120564898703,-19.77090087,3.18,1.44,85.6,1928,6.4,54.09,140,2.08,1.07,-1.07
94.5,3.11,6.39,1.04,1.56,0.31,1.67,-9.577949323,-136.9293991,-9.980223655,15.263319286119977,32.047511768992536,-10.46513836,3.22,1.44,94.1,2579,6.4,54.1,140,1.03,1.04,-1.04
95.3,3.24,6.36,1.2,1.31,0.17,1.88,-10.69796626,-138.085805,-8.967380154,17.763611680218126,31.645352566697944,-13.52698443,3.06,1.37,94.7,2570,6.2,54.28,142,1.23,1.2,-1.2
88.5,3.03,6.27,-0.21,0.32,-1.31,2.25,-10.1253654,-128.4297783,-4.348478191,-0.162416833,26.935400339124616,-27.9057562,3.05,1.34,88.2,2568,6.3,54.21,130,2.61,-0.21,0.21
93.9,3.1,6.35,1.06,1.49,0.69,2.73,-8.57885785,-136.418062,-6.919361878,15.17467008078629,29.78701338450011,-12.14917925,3.32,1.51,93.6,2326,6.2,54.3,137,1.1,1.06,-1.06
94.8,3.09,6.44,0.97,1.52,0.4,2.36,-9.140880317,-137.6058645,-8.372319248,14.304120996962055,30.283176532975315,-11.09639818,3.37,1.65,94.5,2383,6.2,54.26,141,1.02,0.97,-0.97
77,2.47,6.63,-0.52,-1.29,-0.01,1.1,-4.305594077,-112.0027326,-2.360531002,-3.485004886,22.06507564500925,-42.69851527,3.37,1.62,76.5,2336,6.2,54.33,343,5.16,-0.52,0.52
87.1,2.46,6.66,0.68,1.56,0.58,2.5,-5.889923436,-126.6358497,-6.989106766,8.543981366,26.354627051215576,-14.10029246,3.62,1.75,86.7,1858,6.1,54.36,139,1.45,0.68,-0.68
94.9,3.2,6.39,1.16,1.35,0.37,2.33,-9.969121376,-137.6633388,-7.88368056,17.01002685900294,32.52005196183207,-13.3580988,3.62,1.75,94.3,2472,6.3,54.23,138,1.21,1.16,-1.16
94.1,3.08,6.45,1.09,1.48,0.98,1.62,-7.851370401,-136.4628974,-9.980967142,15.415462054734515,32.279998930656255,-11.60463643,3.55,1.68,93.5,2424,6.3,54.18,142,1.13,1.09,-1.09
96.7,2.97,6.39,0.91,1.45,-0.17,3.62,-10.42819486,-140.3511978,-5.080383205,14.485755801094289,33.831266833764936,-12.08959786,3.42,1.65,96.2,2399,6.3,54.19,143,1.02,0.91,-0.91
86.3,2.49,6.59,1.15,1.26,1.84,1.62,-3.876703222,-125.3124774,-8.056611812,12.844609574059396,28.14294602373271,-17.43106492,3.27,1.61,85.9,2035,6.4,54.09,149,1.84,1.15,-1.15
86.8,2.47,6.52,0.8,1.35,-0.18,3.17,-7.99193251,-126.1937298,-4.60975339,10.16318222952904,25.381792856757556,-16.93266799,3.42,1.65,87,1713,6.4,54.06,144,1.67,0.8,-0.8
95.1,2.83,6.47,1.24,1.41,0.45,2.8,-9.01031642,-138.0841926,-7.116917977,17.894326192825712,31.25581196637419,-12.64240553,3.42,1.65,94.9,2460,6.3,54.19,142,1.12,1.24,-1.24
95.2,3.01,6.32,1.07,1.4,-0.02,2.36,-10.34262982,-138.0333235,-7.871295575,15.954100082765308,30.571336583180937,-12.58008227,3.29,1.6,95,2466,6.3,54.16,144,1.13,1.07,-1.07
96.3,3.08,6.4,1.04,1.5,0.66,3.96,-8.753627399,-139.9316821,-4.285352077,15.608322472661284,31.44787228295445,-11.67192629,3.26,1.6,96,2556,6.2,54.3,144,0.96,1.04,-1.04
88,2.71,6.52,0.9,1.41,1.9,2.46,-3.814949547,-128.0304769,-6.70905707,10.666718914259372,26.16739955418205,-15.44229653,3.34,1.54,88.2,2030,6.4,54.1,138,1.53,0.9,-0.9
78.2,2.56,6.59,-0.7,-1.21,-0.22,1.72,-4.686586651,-113.7950867,-1.350472348,-5.149692206,22.316725538359577,-42.55940021,3.1,1.53,77.8,2442,6.2,54.32,337,4.95,-0.7,0.7
95.1,3.17,6.4,1,1.63,1.1,2.69,-7.658566193,-138.0762862,-7.70493871,14.55186256930515,31.08245002681184,-9.709282882,3.19,1.53,94.9,2546,6.3,54.19,144,0.9,1,-1
95.1,2.74,6.41,0.87,1.52,-0.32,3.39,-9.930403549,-138.1585371,-5.664089965,13.234445522383442,29.055028254237573,-11.606,3.49,1.62,95,2496,6.2,54.32,145,1,0.87,-0.87
95.1,2.45,6.5,0.77,1.69,-0.87,1.88,-10.35721482,-137.8328716,-10.22097765,11.96663724058488,28.791958920352275,-8.503446984,3.44,1.59,94.9,2529,6.3,54.23,150,0.84,0.77,-0.77
96.2,2.91,6.35,1.01,1.38,-0.33,4.39,-10.83897335,-139.6763852,-2.706634368,15.650403495116365,31.32551973,-13.70794458,3.5,1.62,95.8,2465,6.2,54.34,140,1.1,1.01,-1.01
95.8,2.77,6.52,0.77,1.64,0.03,3.55,-8.979970688,-139.2270388,-5.941712756,12.04662298821014,31.00423820069327,-9.595267396,3.49,1.62,95.7,2513,6.3,54.2,145,0.84,0.77,-0.77
94.4,3,6.51,0.77,1.62,0.37,3.62,-8.518955491,-137.1002469,-5.378058774,11.557210393837892,30.44264894487346,-10.72980241,3.49,1.62,94,2501,6.1,54.35,149,0.95,0.77,-0.77
94.3,3.1,6.32,0.86,1.39,0.01,1.75,-9.940155576,-136.7760909,-9.254870057,13.017629863368944,29.59640042,-12.76240814,3.45,1.57,94.2,2428,6.4,54.14,142,1.18,0.86,-0.86
94.9,3.16,6.33,0.86,1.41,0.99,3.23,-7.564625945,-137.9685661,-5.603597346,12.620222391623866,29.97177986318353,-13.02549928,3.31,1.53,94.8,2397,6.2,54.26,141,1.12,0.86,-0.86
94.8,3,6.35,0.82,1.42,-0.17,3.68,-10.12819193,-137.6673119,-4.495291914,12.67909674422076,29.609573396769463,-13.29656892,3.45,1.57,94.8,2375,6.3,54.19,143,1.12,0.82,-0.82
78.4,2.51,6.56,-0.15,-0.8,-0.58,-0.39,-6.389861679,-113.8315474,-6.65507413,-0.121086241,21.622522755561715,-38.01093632,3.27,1.56,78.2,2263,6.4,54.14,347,4.53,-0.15,0.15
94.8,3.06,6.3,0.7,1.39,-0.24,2.97,-10.16863329,-137.5515702,-6.087264066,11.283432440879626,32.40009728781322,-13.33581087,3.34,1.55,94.4,2368,6.3,54.16,141,1.17,0.7,-0.7
